Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
REFERRAL,Australia,50,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,160000,NEUTRAL,No,3,2,NOVICE,INTERMEDIATE,LARGE,1482000,HOT,76
PAID,Japan,36,MALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,135000,POSITIVE,No,3,3,ADVANCED,ADVANCED,LARGE,9200000,HOT,87
PAID,USA,51,MALE,COLLEGE,RETIRED,RETAIL,107000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,6785000,HOT,92
PAID,USA,47,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,129000,POSITIVE,No,4,2,NOVICE,ADVANCED,MEDIUM,9832000,HOT,98
PAID,Japan,42,OTHER,BACHELOR,RETIRED,RETAIL,159000,NEUTRAL,No,7,2,NOVICE,INTERMEDIATE,LARGE,5686000,HOT,84
INBOUND,Australia,46,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,100000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,LARGE,6234000,WARM,78
INBOUND,Japan,57,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,151000,POSITIVE,No,3,2,NOVICE,NOVICE,MEDIUM,9204000,HOT,95
PAID,USA,39,FEMALE,BACHELOR,RETIRED,MANUFACTURING,126000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,9004000,WARM,76
PAID,Canada,39,FEMALE,COLLEGE,RETIRED,SERVICES,114000,NEUTRAL,No,3,2,NOVICE,NOVICE,MEDIUM,6109000,WARM,80
REFERRAL,Australia,49,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,149000,POSITIVE,No,3,3,NOVICE,INTERMEDIATE,MEDIUM,5627000,WARM,82
INBOUND,Japan,52,MALE,COLLEGE,BUSINESSMAN,RETAIL,134000,NEUTRAL,No,7,2,INTERMEDIATE,ADVANCED,LARGE,6275000,HOT,79
PAID,USA,36,FEMALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,124000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,LARGE,7657000,HOT,90
REFERRAL,Australia,50,MALE,COLLEGE,RETIRED,SERVICES,197000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,6473000,HOT,87
PAID,Japan,58,OTHER,COLLEGE,BUSINESSMAN,RETAIL,151000,POSITIVE,No,6,3,ADVANCED,ADVANCED,MEDIUM,4842000,HOT,79
REFERRAL,USA,59,FEMALE,COLLEGE,RETIRED,SERVICES,184000,POSITIVE,No,6,2,INTERMEDIATE,NOVICE,LARGE,7219000,HOT,91
PAID,Australia,48,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,117000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,MEDIUM,4336000,HOT,93
INBOUND,Japan,59,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,118000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,8733000,HOT,91
REFERRAL,Canada,56,MALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,116000,NEUTRAL,No,6,2,NOVICE,ADVANCED,MEDIUM,5213000,HOT,75
REFERRAL,Japan,39,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,131000,POSITIVE,No,7,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,7764000,WARM,83
INBOUND,Japan,58,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,100000,POSITIVE,No,7,3,NOVICE,INTERMEDIATE,LARGE,6092000,HOT,98
INBOUND,Australia,39,MALE,BACHELOR,RETIRED,MANUFACTURING,124000,POSITIVE,No,7,2,ADVANCED,INTERMEDIATE,LARGE,5010000,HOT,86
PAID,Japan,39,FEMALE,COLLEGE,RETIRED,RETAIL,131000,POSITIVE,No,7,3,ADVANCED,INTERMEDIATE,LARGE,5402000,HOT,93
REFERRAL,Japan,50,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,113000,POSITIVE,No,6,3,INTERMEDIATE,ADVANCED,LARGE,7470000,HOT,92
INBOUND,UK,45,OTHER,COLLEGE,BUSINESSMAN,RETAIL,130000,POSITIVE,No,6,2,ADVANCED,INTERMEDIATE,MEDIUM,2026000,HOT,89
INBOUND,USA,47,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,199000,POSITIVE,No,7,2,INTERMEDIATE,NOVICE,MEDIUM,5273000,HOT,89
REFERRAL,Japan,46,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,106000,POSITIVE,No,6,2,ADVANCED,ADVANCED,LARGE,1641000,WARM,83
INBOUND,Australia,57,FEMALE,COLLEGE,RETIRED,SERVICES,108000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,2438000,HOT,94
PAID,Japan,50,FEMALE,BACHELOR,RETIRED,MANUFACTURING,102000,POSITIVE,No,3,3,ADVANCED,NOVICE,LARGE,6896000,HOT,87
REFERRAL,Australia,49,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,172000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,LARGE,3464000,HOT,94
INBOUND,UK,50,MALE,BACHELOR,RETIRED,MANUFACTURING,145000,POSITIVE,No,7,2,NOVICE,ADVANCED,MEDIUM,1381000,WARM,84
PAID,Canada,55,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,153000,POSITIVE,No,4,3,INTERMEDIATE,NOVICE,LARGE,2393000,WARM,78
INBOUND,UK,50,FEMALE,COLLEGE,RETIRED,MANUFACTURING,198000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,LARGE,6364000,WARM,84
PAID,Japan,45,FEMALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,134000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,LARGE,3188000,HOT,90
REFERRAL,Japan,59,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,194000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,1649000,HOT,90
REFERRAL,Japan,58,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,123000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,MEDIUM,5551000,HOT,86
REFERRAL,Australia,44,OTHER,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,176000,NEUTRAL,No,7,3,ADVANCED,ADVANCED,LARGE,5709000,HOT,78
REFERRAL,Canada,59,OTHER,BACHELOR,RETIRED,RETAIL,162000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,5489000,HOT,81
INBOUND,Canada,38,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,192000,POSITIVE,No,4,3,ADVANCED,NOVICE,MEDIUM,1938000,HOT,93
REFERRAL,Canada,50,OTHER,BACHELOR,BUSINESSMAN,RETAIL,188000,POSITIVE,No,7,3,ADVANCED,ADVANCED,LARGE,9233000,HOT,94
INBOUND,Japan,37,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,136000,POSITIVE,No,3,2,NOVICE,NOVICE,LARGE,6726000,HOT,91
PAID,Japan,53,OTHER,BACHELOR,RETIRED,RETAIL,120000,POSITIVE,No,4,3,ADVANCED,INTERMEDIATE,MEDIUM,6962000,HOT,94
INBOUND,UK,40,FEMALE,COLLEGE,RETIRED,MANUFACTURING,105000,POSITIVE,No,6,2,INTERMEDIATE,NOVICE,MEDIUM,4732000,HOT,92
REFERRAL,USA,58,OTHER,BACHELOR,RETIRED,RETAIL,163000,POSITIVE,No,4,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,1675000,WARM,78
PAID,Australia,52,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,124000,POSITIVE,No,6,2,ADVANCED,ADVANCED,MEDIUM,9893000,HOT,99
PAID,Canada,48,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,147000,POSITIVE,No,7,3,INTERMEDIATE,INTERMEDIATE,LARGE,1159000,HOT,88
PAID,Japan,51,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,182000,POSITIVE,No,7,3,ADVANCED,NOVICE,MEDIUM,9385000,HOT,92
PAID,Canada,38,MALE,COLLEGE,RETIRED,MANUFACTURING,161000,NEUTRAL,No,3,3,INTERMEDIATE,ADVANCED,MEDIUM,1072000,WARM,84
REFERRAL,Japan,54,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,117000,POSITIVE,No,3,3,NOVICE,NOVICE,LARGE,7147000,HOT,93
REFERRAL,UK,36,MALE,COLLEGE,RETIRED,MANUFACTURING,150000,POSITIVE,No,4,2,NOVICE,ADVANCED,LARGE,6796000,HOT,89
PAID,Japan,50,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,164000,POSITIVE,No,3,3,INTERMEDIATE,INTERMEDIATE,LARGE,8159000,WARM,79
PAID,Japan,35,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,191000,POSITIVE,No,7,3,NOVICE,INTERMEDIATE,MEDIUM,5786000,HOT,93
REFERRAL,Canada,59,MALE,COLLEGE,RETIRED,SERVICES,150000,POSITIVE,No,5,3,ADVANCED,NOVICE,MEDIUM,6054000,WARM,78
REFERRAL,Australia,35,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,144000,NEUTRAL,No,3,3,INTERMEDIATE,NOVICE,MEDIUM,9259000,HOT,82
PAID,Japan,57,OTHER,BACHELOR,RETIRED,RETAIL,190000,NEUTRAL,No,4,3,INTERMEDIATE,ADVANCED,MEDIUM,3087000,WARM,79
PAID,UK,53,MALE,COLLEGE,RETIRED,SERVICES,196000,NEUTRAL,No,6,3,INTERMEDIATE,ADVANCED,MEDIUM,6661000,WARM,83
PAID,Australia,48,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,129000,NEUTRAL,No,3,2,INTERMEDIATE,ADVANCED,MEDIUM,3641000,HOT,77
INBOUND,USA,53,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,109000,POSITIVE,No,6,2,ADVANCED,ADVANCED,LARGE,5748000,HOT,90
REFERRAL,UK,43,MALE,COLLEGE,BUSINESSMAN,SERVICES,117000,POSITIVE,No,7,3,INTERMEDIATE,NOVICE,MEDIUM,3860000,WARM,83
PAID,UK,36,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,162000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,MEDIUM,6570000,HOT,96
REFERRAL,Canada,42,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,180000,POSITIVE,No,6,3,INTERMEDIATE,NOVICE,MEDIUM,4611000,HOT,91
REFERRAL,Canada,38,FEMALE,BACHELOR,RETIRED,RETAIL,173000,POSITIVE,No,7,3,INTERMEDIATE,INTERMEDIATE,LARGE,3509000,WARM,85
PAID,USA,48,MALE,BACHELOR,RETIRED,SERVICES,133000,POSITIVE,No,3,3,INTERMEDIATE,ADVANCED,MEDIUM,4542000,WARM,85
INBOUND,Canada,37,OTHER,COLLEGE,BUSINESSMAN,RETAIL,178000,POSITIVE,No,6,3,INTERMEDIATE,ADVANCED,LARGE,6178000,HOT,98
REFERRAL,Canada,38,OTHER,COLLEGE,BUSINESSMAN,SERVICES,160000,POSITIVE,No,6,2,NOVICE,INTERMEDIATE,LARGE,9061000,HOT,87
INBOUND,Japan,38,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,158000,NEUTRAL,No,6,2,INTERMEDIATE,ADVANCED,MEDIUM,2335000,WARM,82
REFERRAL,UK,42,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,143000,POSITIVE,No,3,2,NOVICE,ADVANCED,LARGE,2801000,HOT,79
PAID,UK,37,MALE,BACHELOR,RETIRED,SERVICES,121000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,MEDIUM,3874000,HOT,96
REFERRAL,Japan,49,MALE,BACHELOR,SELF-EMPLOYED,RETAIL,125000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,5583000,HOT,86
REFERRAL,Canada,35,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,133000,POSITIVE,No,7,3,INTERMEDIATE,ADVANCED,LARGE,6956000,HOT,95
INBOUND,Australia,55,MALE,HIGH SCHOOL,RETIRED,MANUFACTURING,175000,NEUTRAL,No,7,3,ADVANCED,ADVANCED,MEDIUM,9093000,WARM,82
INBOUND,UK,44,OTHER,HIGH SCHOOL,RETIRED,SERVICES,108000,NEUTRAL,No,5,3,ADVANCED,NOVICE,MEDIUM,9051000,WARM,82
REFERRAL,Australia,44,MALE,COLLEGE,BUSINESSMAN,MANUFACTURING,162000,POSITIVE,No,4,2,NOVICE,INTERMEDIATE,LARGE,6143000,HOT,84
INBOUND,UK,44,FEMALE,BACHELOR,RETIRED,RETAIL,139000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,MEDIUM,3472000,HOT,92
PAID,Australia,48,FEMALE,COLLEGE,RETIRED,RETAIL,181000,NEUTRAL,No,5,3,ADVANCED,NOVICE,LARGE,9218000,HOT,77
REFERRAL,UK,54,MALE,HIGH SCHOOL,RETIRED,MANUFACTURING,190000,POSITIVE,No,5,3,ADVANCED,NOVICE,MEDIUM,2942000,HOT,76
REFERRAL,Canada,59,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,141000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,LARGE,2783000,HOT,89
PAID,USA,46,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,191000,POSITIVE,No,7,3,NOVICE,ADVANCED,MEDIUM,5089000,HOT,94
PAID,Japan,48,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,189000,NEUTRAL,No,6,2,INTERMEDIATE,NOVICE,MEDIUM,8878000,WARM,81
PAID,Japan,40,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,174000,POSITIVE,No,6,3,ADVANCED,INTERMEDIATE,MEDIUM,6293000,WARM,79
REFERRAL,UK,40,MALE,BACHELOR,BUSINESSMAN,RETAIL,165000,POSITIVE,No,4,2,NOVICE,ADVANCED,MEDIUM,9923000,HOT,99
REFERRAL,Australia,46,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,119000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,LARGE,3170000,HOT,75
INBOUND,UK,40,MALE,HIGH SCHOOL,RETIRED,SERVICES,131000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,LARGE,9991000,HOT,94
INBOUND,UK,39,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,168000,POSITIVE,No,4,3,INTERMEDIATE,ADVANCED,MEDIUM,4356000,HOT,96
REFERRAL,UK,48,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,146000,NEUTRAL,No,3,2,NOVICE,NOVICE,MEDIUM,1456000,WARM,84
INBOUND,UK,42,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,157000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,LARGE,2630000,HOT,90
REFERRAL,UK,58,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,129000,POSITIVE,No,6,2,ADVANCED,NOVICE,LARGE,2908000,HOT,90
INBOUND,USA,50,MALE,BACHELOR,SELF-EMPLOYED,RETAIL,195000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,MEDIUM,2979000,HOT,95
REFERRAL,Japan,56,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,145000,NEUTRAL,No,6,2,NOVICE,INTERMEDIATE,MEDIUM,1360000,WARM,80
INBOUND,Australia,41,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,132000,POSITIVE,No,4,2,ADVANCED,ADVANCED,MEDIUM,4755000,HOT,89
REFERRAL,Canada,40,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,162000,POSITIVE,No,6,2,ADVANCED,INTERMEDIATE,LARGE,9492000,WARM,77
INBOUND,USA,47,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,113000,NEUTRAL,No,3,3,NOVICE,INTERMEDIATE,LARGE,3088000,WARM,83
PAID,USA,59,MALE,COLLEGE,BUSINESSMAN,RETAIL,168000,POSITIVE,No,3,3,NOVICE,NOVICE,LARGE,1637000,WARM,80
REFERRAL,Japan,53,OTHER,BACHELOR,RETIRED,SERVICES,195000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,LARGE,5679000,HOT,76
REFERRAL,Canada,46,FEMALE,COLLEGE,RETIRED,SERVICES,166000,POSITIVE,No,3,3,INTERMEDIATE,NOVICE,LARGE,9199000,WARM,77
PAID,Australia,52,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,176000,POSITIVE,No,6,3,ADVANCED,ADVANCED,LARGE,1463000,WARM,76
INBOUND,USA,43,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,100000,POSITIVE,No,7,3,INTERMEDIATE,NOVICE,LARGE,9523000,HOT,98
PAID,Canada,36,MALE,HIGH SCHOOL,RETIRED,RETAIL,132000,POSITIVE,No,4,2,NOVICE,ADVANCED,MEDIUM,7740000,HOT,91
REFERRAL,UK,37,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,114000,POSITIVE,No,5,3,INTERMEDIATE,NOVICE,MEDIUM,6271000,HOT,99
PAID,Canada,41,MALE,COLLEGE,BUSINESSMAN,RETAIL,180000,POSITIVE,No,3,2,ADVANCED,ADVANCED,LARGE,1728000,HOT,94
REFERRAL,Australia,50,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,192000,POSITIVE,No,7,3,ADVANCED,ADVANCED,LARGE,5376000,HOT,94
REFERRAL,USA,43,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,161000,NEUTRAL,No,7,2,NOVICE,NOVICE,MEDIUM,8187000,WARM,75
PAID,UK,47,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,172000,POSITIVE,No,4,3,ADVANCED,INTERMEDIATE,MEDIUM,4487000,HOT,88
PAID,Canada,55,OTHER,BACHELOR,BUSINESSMAN,MANUFACTURING,145000,POSITIVE,No,7,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,8146000,WARM,82
PAID,Japan,48,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,176000,POSITIVE,No,7,3,ADVANCED,NOVICE,LARGE,8605000,WARM,77
INBOUND,Japan,35,FEMALE,BACHELOR,BUSINESSMAN,SERVICES,118000,NEUTRAL,No,5,3,ADVANCED,NOVICE,LARGE,4627000,WARM,83
REFERRAL,UK,42,FEMALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,123000,POSITIVE,No,4,3,NOVICE,NOVICE,MEDIUM,5127000,HOT,86
REFERRAL,Japan,43,FEMALE,BACHELOR,RETIRED,SERVICES,124000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,MEDIUM,4993000,WARM,82
PAID,Japan,35,MALE,BACHELOR,BUSINESSMAN,RETAIL,198000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,LARGE,2093000,HOT,99
REFERRAL,Australia,44,OTHER,HIGH SCHOOL,RETIRED,SERVICES,146000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,LARGE,7500000,HOT,98
INBOUND,USA,37,MALE,COLLEGE,RETIRED,RETAIL,167000,POSITIVE,No,4,2,NOVICE,NOVICE,MEDIUM,7415000,HOT,91
REFERRAL,USA,48,MALE,COLLEGE,BUSINESSMAN,RETAIL,140000,POSITIVE,No,6,3,NOVICE,NOVICE,LARGE,5159000,HOT,99
PAID,UK,44,OTHER,BACHELOR,RETIRED,MANUFACTURING,133000,POSITIVE,No,5,2,NOVICE,NOVICE,LARGE,2450000,HOT,99
PAID,USA,56,OTHER,BACHELOR,SELF-EMPLOYED,RETAIL,121000,NEUTRAL,No,4,3,ADVANCED,INTERMEDIATE,MEDIUM,7061000,HOT,75
REFERRAL,Australia,59,OTHER,BACHELOR,BUSINESSMAN,RETAIL,138000,POSITIVE,No,5,3,NOVICE,INTERMEDIATE,MEDIUM,2664000,HOT,94
PAID,Australia,58,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,193000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,LARGE,6759000,HOT,89
REFERRAL,USA,54,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,121000,POSITIVE,No,3,3,NOVICE,ADVANCED,MEDIUM,4203000,WARM,80
REFERRAL,UK,45,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,131000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,5341000,HOT,91
INBOUND,Australia,50,FEMALE,BACHELOR,RETIRED,SERVICES,101000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,MEDIUM,3693000,HOT,91
REFERRAL,Canada,49,FEMALE,BACHELOR,BUSINESSMAN,SERVICES,154000,NEUTRAL,No,5,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,3828000,WARM,75
PAID,Australia,59,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,193000,POSITIVE,No,5,3,INTERMEDIATE,NOVICE,MEDIUM,2792000,HOT,95
INBOUND,USA,38,FEMALE,BACHELOR,RETIRED,SERVICES,105000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,MEDIUM,7010000,HOT,93
PAID,USA,57,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,192000,POSITIVE,No,6,3,ADVANCED,ADVANCED,LARGE,6919000,HOT,90
PAID,Australia,51,MALE,COLLEGE,RETIRED,RETAIL,190000,NEUTRAL,No,4,3,NOVICE,INTERMEDIATE,LARGE,5676000,HOT,83
INBOUND,USA,56,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,109000,NEUTRAL,No,6,3,NOVICE,INTERMEDIATE,LARGE,1697000,WARM,82
PAID,USA,44,OTHER,BACHELOR,RETIRED,RETAIL,128000,NEUTRAL,No,6,2,NOVICE,ADVANCED,LARGE,6108000,WARM,85
REFERRAL,Canada,53,OTHER,COLLEGE,RETIRED,SERVICES,116000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,MEDIUM,8517000,HOT,86
PAID,Japan,56,OTHER,BACHELOR,RETIRED,RETAIL,115000,NEUTRAL,No,5,2,ADVANCED,INTERMEDIATE,LARGE,4833000,HOT,78
INBOUND,Japan,48,OTHER,COLLEGE,RETIRED,SERVICES,121000,POSITIVE,No,6,2,ADVANCED,ADVANCED,MEDIUM,6529000,WARM,75
PAID,USA,50,MALE,HIGH SCHOOL,RETIRED,MANUFACTURING,176000,POSITIVE,No,4,3,INTERMEDIATE,INTERMEDIATE,LARGE,2338000,HOT,89
INBOUND,UK,46,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,128000,POSITIVE,No,7,2,NOVICE,NOVICE,MEDIUM,4343000,WARM,79
REFERRAL,UK,52,MALE,COLLEGE,BUSINESSMAN,MANUFACTURING,163000,POSITIVE,No,5,2,NOVICE,NOVICE,LARGE,9298000,HOT,94
REFERRAL,Canada,41,MALE,COLLEGE,BUSINESSMAN,RETAIL,183000,POSITIVE,No,7,2,NOVICE,NOVICE,LARGE,7254000,HOT,99
INBOUND,Canada,48,MALE,BACHELOR,BUSINESSMAN,SERVICES,173000,POSITIVE,No,3,3,ADVANCED,ADVANCED,MEDIUM,5900000,HOT,99
REFERRAL,Australia,52,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,106000,NEUTRAL,No,7,3,NOVICE,INTERMEDIATE,LARGE,5270000,WARM,81
INBOUND,Australia,41,OTHER,HIGH SCHOOL,RETIRED,RETAIL,179000,NEUTRAL,No,7,2,NOVICE,INTERMEDIATE,LARGE,5067000,HOT,84
INBOUND,Japan,59,FEMALE,BACHELOR,BUSINESSMAN,SERVICES,131000,POSITIVE,No,6,3,INTERMEDIATE,ADVANCED,MEDIUM,8186000,HOT,75
REFERRAL,Japan,35,OTHER,BACHELOR,RETIRED,MANUFACTURING,191000,NEUTRAL,No,6,2,NOVICE,INTERMEDIATE,MEDIUM,8456000,HOT,81
INBOUND,USA,47,MALE,BACHELOR,SELF-EMPLOYED,SERVICES,185000,POSITIVE,No,4,3,ADVANCED,NOVICE,MEDIUM,6926000,HOT,96
REFERRAL,Japan,36,MALE,COLLEGE,BUSINESSMAN,RETAIL,170000,POSITIVE,No,6,2,NOVICE,NOVICE,LARGE,2532000,HOT,96
INBOUND,UK,54,FEMALE,HIGH SCHOOL,RETIRED,SERVICES,198000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,MEDIUM,6589000,HOT,75
REFERRAL,UK,40,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,170000,POSITIVE,No,7,2,ADVANCED,INTERMEDIATE,LARGE,3109000,HOT,85
INBOUND,Japan,42,FEMALE,BACHELOR,BUSINESSMAN,RETAIL,186000,POSITIVE,No,6,3,INTERMEDIATE,ADVANCED,LARGE,9848000,HOT,77
INBOUND,Canada,59,FEMALE,COLLEGE,RETIRED,MANUFACTURING,198000,POSITIVE,No,6,3,NOVICE,NOVICE,MEDIUM,6162000,HOT,88
INBOUND,UK,55,OTHER,COLLEGE,BUSINESSMAN,RETAIL,197000,POSITIVE,No,6,3,INTERMEDIATE,ADVANCED,MEDIUM,7434000,HOT,97
INBOUND,Australia,45,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,199000,NEUTRAL,No,4,2,INTERMEDIATE,NOVICE,LARGE,7177000,HOT,76
PAID,UK,58,MALE,COLLEGE,RETIRED,SERVICES,169000,NEUTRAL,No,4,2,NOVICE,ADVANCED,LARGE,8998000,WARM,82
INBOUND,Australia,58,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,111000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,8078000,HOT,86
INBOUND,USA,54,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,160000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,3072000,HOT,89
REFERRAL,UK,59,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,117000,POSITIVE,No,4,2,ADVANCED,ADVANCED,MEDIUM,9535000,HOT,90
PAID,Canada,37,MALE,BACHELOR,BUSINESSMAN,MANUFACTURING,109000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,4761000,HOT,91
INBOUND,USA,36,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,142000,POSITIVE,No,3,2,NOVICE,INTERMEDIATE,MEDIUM,9319000,HOT,87
REFERRAL,Australia,37,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,155000,POSITIVE,No,5,3,INTERMEDIATE,NOVICE,MEDIUM,6778000,HOT,81
REFERRAL,UK,41,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,146000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,LARGE,2917000,HOT,98
PAID,UK,37,MALE,BACHELOR,BUSINESSMAN,SERVICES,175000,POSITIVE,No,7,2,ADVANCED,ADVANCED,MEDIUM,3616000,HOT,80
INBOUND,Japan,39,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,163000,POSITIVE,No,7,2,INTERMEDIATE,INTERMEDIATE,LARGE,4733000,HOT,99
INBOUND,UK,42,FEMALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,122000,NEUTRAL,No,6,3,NOVICE,NOVICE,MEDIUM,1361000,HOT,81
