Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
REFERRAL,Australia,52,MALE,HIGH SCHOOL,RETIRED,SERVICES,172000,POSITIVE,No,7,3,ADVANCED,NOVICE,LARGE,2333000,HOT,94
PAID,Australia,47,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,165000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,LARGE,3639000,HOT,89
REFERRAL,Australia,45,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,149000,POSITIVE,No,7,2,INTERMEDIATE,ADVANCED,LARGE,9842000,HOT,91
INBOUND,UK,51,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,105000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,MEDIUM,2886000,WARM,77
PAID,Japan,47,OTHER,COLLEGE,RETIRED,MANUFACTURING,117000,POSITIVE,No,7,2,ADVANCED,ADVANCED,MEDIUM,5873000,WARM,83
INBOUND,UK,45,MALE,BACHELOR,BUSINESSMAN,MANUFACTURING,199000,POSITIVE,No,4,2,NOVICE,INTERMEDIATE,MEDIUM,9936000,HOT,88
REFERRAL,UK,50,MALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,148000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,LARGE,5492000,HOT,89
INBOUND,Canada,59,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,177000,POSITIVE,No,6,3,ADVANCED,NOVICE,MEDIUM,5467000,WARM,81
REFERRAL,Australia,58,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,133000,POSITIVE,No,7,2,NOVICE,ADVANCED,MEDIUM,4937000,HOT,95
REFERRAL,Canada,55,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,117000,POSITIVE,No,3,2,INTERMEDIATE,ADVANCED,LARGE,7653000,WARM,84
PAID,UK,57,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,132000,POSITIVE,No,3,3,INTERMEDIATE,INTERMEDIATE,LARGE,3544000,HOT,81
PAID,UK,58,MALE,COLLEGE,BUSINESSMAN,RETAIL,134000,POSITIVE,No,3,2,NOVICE,NOVICE,LARGE,3361000,HOT,97
INBOUND,USA,54,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,185000,POSITIVE,No,5,3,NOVICE,NOVICE,MEDIUM,5469000,HOT,99
REFERRAL,Japan,54,MALE,BACHELOR,RETIRED,MANUFACTURING,172000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,LARGE,4442000,HOT,88
PAID,UK,49,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,137000,POSITIVE,No,5,2,ADVANCED,ADVANCED,LARGE,8671000,HOT,86
INBOUND,UK,57,FEMALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,156000,POSITIVE,No,4,3,ADVANCED,NOVICE,MEDIUM,7959000,HOT,88
INBOUND,Japan,45,MALE,COLLEGE,RETIRED,RETAIL,152000,POSITIVE,No,7,2,INTERMEDIATE,ADVANCED,LARGE,4301000,HOT,86
REFERRAL,USA,51,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,159000,POSITIVE,No,7,2,ADVANCED,INTERMEDIATE,LARGE,5347000,WARM,80
INBOUND,Australia,59,FEMALE,COLLEGE,RETIRED,RETAIL,140000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,LARGE,2458000,WARM,82
PAID,Japan,47,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,125000,POSITIVE,No,6,3,ADVANCED,INTERMEDIATE,LARGE,6214000,HOT,78
INBOUND,Japan,58,OTHER,BACHELOR,RETIRED,SERVICES,188000,POSITIVE,No,5,3,NOVICE,NOVICE,MEDIUM,9028000,HOT,85
PAID,Japan,51,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,123000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,3456000,WARM,80
PAID,Australia,52,OTHER,BACHELOR,RETIRED,SERVICES,122000,POSITIVE,No,6,2,ADVANCED,NOVICE,MEDIUM,2224000,HOT,89
REFERRAL,Japan,51,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,136000,POSITIVE,No,3,3,NOVICE,ADVANCED,LARGE,1737000,WARM,83
INBOUND,UK,51,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,188000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,LARGE,7374000,HOT,99
INBOUND,Canada,58,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,164000,POSITIVE,No,6,3,ADVANCED,INTERMEDIATE,LARGE,3284000,WARM,80
PAID,UK,51,MALE,COLLEGE,SELF-EMPLOYED,RETAIL,190000,POSITIVE,No,5,3,INTERMEDIATE,INTERMEDIATE,LARGE,4229000,HOT,75
REFERRAL,Australia,59,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,190000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,LARGE,9241000,HOT,89
REFERRAL,Canada,48,FEMALE,COLLEGE,RETIRED,SERVICES,189000,POSITIVE,No,3,3,NOVICE,NOVICE,LARGE,4715000,HOT,88
PAID,Australia,49,OTHER,BACHELOR,BUSINESSMAN,RETAIL,191000,POSITIVE,No,7,3,NOVICE,ADVANCED,MEDIUM,5988000,HOT,91
REFERRAL,Australia,47,OTHER,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,104000,POSITIVE,No,5,3,NOVICE,ADVANCED,MEDIUM,8003000,WARM,76
REFERRAL,USA,58,OTHER,BACHELOR,RETIRED,SERVICES,196000,POSITIVE,No,4,2,INTERMEDIATE,INTERMEDIATE,LARGE,5622000,HOT,89
PAID,Japan,50,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,161000,POSITIVE,No,6,3,NOVICE,INTERMEDIATE,LARGE,7298000,HOT,87
REFERRAL,Australia,55,OTHER,HIGH SCHOOL,RETIRED,SERVICES,190000,POSITIVE,No,5,3,NOVICE,INTERMEDIATE,MEDIUM,2948000,HOT,89
REFERRAL,Japan,51,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,168000,POSITIVE,No,3,3,ADVANCED,NOVICE,LARGE,1788000,HOT,91
INBOUND,Australia,50,MALE,BACHELOR,BUSINESSMAN,RETAIL,127000,POSITIVE,No,3,3,NOVICE,NOVICE,MEDIUM,8473000,HOT,83
PAID,UK,48,OTHER,HIGH SCHOOL,RETIRED,SERVICES,159000,POSITIVE,No,6,3,ADVANCED,ADVANCED,MEDIUM,8147000,WARM,85
INBOUND,USA,57,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,179000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,MEDIUM,9365000,HOT,80
INBOUND,Japan,48,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,138000,POSITIVE,No,6,2,ADVANCED,NOVICE,LARGE,8203000,HOT,87
REFERRAL,USA,45,MALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,123000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,8071000,WARM,77
INBOUND,Japan,45,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,133000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,MEDIUM,6458000,HOT,87
PAID,Canada,47,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,112000,POSITIVE,No,3,3,NOVICE,ADVANCED,LARGE,7389000,HOT,82
REFERRAL,Australia,52,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,148000,POSITIVE,No,4,2,ADVANCED,ADVANCED,MEDIUM,4349000,HOT,89
PAID,Australia,47,FEMALE,COLLEGE,BUSINESSMAN,RETAIL,157000,POSITIVE,No,3,3,ADVANCED,ADVANCED,LARGE,6341000,HOT,76
PAID,Canada,56,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,141000,POSITIVE,No,6,2,NOVICE,ADVANCED,MEDIUM,3622000,HOT,80
INBOUND,USA,48,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,190000,POSITIVE,No,7,2,NOVICE,NOVICE,MEDIUM,2729000,HOT,93
INBOUND,Japan,54,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,139000,POSITIVE,No,3,3,INTERMEDIATE,NOVICE,LARGE,9068000,WARM,78
INBOUND,Japan,54,FEMALE,COLLEGE,RETIRED,MANUFACTURING,128000,POSITIVE,No,4,2,NOVICE,NOVICE,MEDIUM,4994000,HOT,86
PAID,Canada,56,OTHER,COLLEGE,BUSINESSMAN,SERVICES,198000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,7317000,WARM,79
REFERRAL,Australia,47,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,129000,POSITIVE,No,5,3,NOVICE,ADVANCED,MEDIUM,6895000,WARM,79
INBOUND,Australia,49,FEMALE,BACHELOR,BUSINESSMAN,SERVICES,148000,POSITIVE,No,6,3,INTERMEDIATE,NOVICE,LARGE,4858000,HOT,84
REFERRAL,USA,45,OTHER,COLLEGE,RETIRED,RETAIL,122000,POSITIVE,No,5,3,NOVICE,INTERMEDIATE,MEDIUM,9364000,HOT,79
PAID,Japan,45,MALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,170000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,4206000,HOT,84
PAID,Japan,50,MALE,BACHELOR,RETIRED,MANUFACTURING,136000,POSITIVE,No,4,3,INTERMEDIATE,INTERMEDIATE,LARGE,2223000,WARM,75
REFERRAL,USA,46,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,134000,POSITIVE,No,4,3,INTERMEDIATE,ADVANCED,MEDIUM,2559000,WARM,79
INBOUND,Japan,55,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,161000,POSITIVE,No,3,2,NOVICE,INTERMEDIATE,LARGE,8723000,HOT,94
PAID,UK,46,OTHER,COLLEGE,BUSINESSMAN,SERVICES,102000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,MEDIUM,8813000,HOT,87
PAID,UK,58,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,114000,POSITIVE,No,6,2,INTERMEDIATE,NOVICE,LARGE,9930000,HOT,81
PAID,Japan,46,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,131000,POSITIVE,No,3,2,INTERMEDIATE,INTERMEDIATE,LARGE,8613000,HOT,92
INBOUND,Australia,54,FEMALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,184000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,LARGE,7913000,HOT,88
REFERRAL,Japan,53,OTHER,BACHELOR,RETIRED,SERVICES,106000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,9962000,HOT,82
INBOUND,Japan,58,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,145000,POSITIVE,No,7,2,INTERMEDIATE,NOVICE,LARGE,6595000,HOT,93
PAID,UK,47,OTHER,HIGH SCHOOL,RETIRED,SERVICES,153000,POSITIVE,No,5,2,NOVICE,ADVANCED,LARGE,1478000,HOT,89
PAID,UK,56,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,155000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,MEDIUM,5688000,HOT,88
REFERRAL,Australia,58,MALE,BACHELOR,RETIRED,MANUFACTURING,106000,POSITIVE,No,7,3,INTERMEDIATE,NOVICE,LARGE,1340000,WARM,77
INBOUND,UK,58,MALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,144000,POSITIVE,No,5,2,INTERMEDIATE,NOVICE,MEDIUM,4066000,HOT,90
PAID,UK,59,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,139000,POSITIVE,No,3,2,ADVANCED,ADVANCED,LARGE,9536000,HOT,90
INBOUND,Canada,57,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,183000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,LARGE,2406000,HOT,89
PAID,Japan,48,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,187000,POSITIVE,No,4,2,NOVICE,INTERMEDIATE,MEDIUM,6787000,HOT,86
INBOUND,Australia,59,FEMALE,BACHELOR,RETIRED,SERVICES,114000,POSITIVE,No,7,2,NOVICE,NOVICE,MEDIUM,2652000,WARM,79
PAID,Australia,52,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,115000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,LARGE,3950000,HOT,94
INBOUND,UK,47,OTHER,BACHELOR,BUSINESSMAN,SERVICES,119000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,3541000,HOT,86
PAID,Australia,47,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,195000,POSITIVE,No,6,2,NOVICE,INTERMEDIATE,LARGE,3485000,WARM,77
PAID,UK,54,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,177000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,2660000,HOT,88
PAID,USA,52,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,159000,POSITIVE,No,7,3,INTERMEDIATE,ADVANCED,LARGE,1483000,HOT,91
REFERRAL,Canada,50,MALE,BACHELOR,SELF-EMPLOYED,RETAIL,106000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,1373000,HOT,92
PAID,Japan,52,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,118000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,LARGE,5479000,WARM,77
INBOUND,UK,48,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,166000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,LARGE,8659000,HOT,81
INBOUND,UK,47,OTHER,COLLEGE,BUSINESSMAN,SERVICES,111000,POSITIVE,No,5,3,ADVANCED,INTERMEDIATE,MEDIUM,9302000,HOT,96
REFERRAL,Japan,47,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,143000,POSITIVE,No,4,2,NOVICE,NOVICE,LARGE,4285000,WARM,82
PAID,Japan,48,OTHER,COLLEGE,RETIRED,RETAIL,187000,POSITIVE,No,4,2,ADVANCED,ADVANCED,LARGE,7749000,WARM,80
REFERRAL,Canada,47,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,102000,POSITIVE,No,3,3,INTERMEDIATE,NOVICE,MEDIUM,7552000,WARM,77
PAID,Canada,48,OTHER,COLLEGE,RETIRED,SERVICES,197000,POSITIVE,No,4,2,NOVICE,INTERMEDIATE,MEDIUM,8987000,HOT,91
REFERRAL,Canada,59,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,176000,POSITIVE,No,4,3,NOVICE,ADVANCED,MEDIUM,5891000,HOT,97
PAID,USA,46,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,127000,POSITIVE,No,4,2,NOVICE,NOVICE,LARGE,7613000,HOT,89
REFERRAL,UK,45,MALE,COLLEGE,BUSINESSMAN,RETAIL,134000,POSITIVE,No,5,2,INTERMEDIATE,ADVANCED,LARGE,6956000,WARM,77
REFERRAL,USA,56,FEMALE,HIGH SCHOOL,RETIRED,SERVICES,192000,POSITIVE,No,7,2,INTERMEDIATE,INTERMEDIATE,LARGE,2029000,HOT,84
REFERRAL,Canada,49,MALE,COLLEGE,BUSINESSMAN,SERVICES,160000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,7694000,HOT,84
REFERRAL,USA,54,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,183000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,7328000,HOT,82
PAID,UK,52,FEMALE,COLLEGE,RETIRED,SERVICES,107000,POSITIVE,No,5,2,ADVANCED,ADVANCED,MEDIUM,7404000,WARM,84
INBOUND,Canada,53,FEMALE,BACHELOR,RETIRED,RETAIL,140000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,2473000,HOT,83
PAID,UK,56,FEMALE,BACHELOR,RETIRED,MANUFACTURING,159000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,8217000,HOT,84
PAID,Canada,45,MALE,BACHELOR,RETIRED,RETAIL,158000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,LARGE,1890000,HOT,77
INBOUND,Canada,52,OTHER,BACHELOR,BUSINESSMAN,RETAIL,189000,POSITIVE,No,7,3,INTERMEDIATE,ADVANCED,LARGE,2779000,HOT,98
INBOUND,UK,59,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,199000,POSITIVE,No,5,3,NOVICE,NOVICE,MEDIUM,1562000,HOT,88
PAID,Japan,51,OTHER,HIGH SCHOOL,RETIRED,SERVICES,181000,POSITIVE,No,7,3,NOVICE,ADVANCED,LARGE,1269000,HOT,96
PAID,Canada,55,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,178000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,MEDIUM,9213000,HOT,87
INBOUND,UK,58,OTHER,COLLEGE,BUSINESSMAN,RETAIL,197000,POSITIVE,No,4,2,ADVANCED,NOVICE,LARGE,4542000,HOT,85
PAID,UK,50,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,168000,POSITIVE,No,5,3,INTERMEDIATE,NOVICE,LARGE,2707000,HOT,95
PAID,Canada,48,FEMALE,BACHELOR,RETIRED,SERVICES,148000,POSITIVE,No,5,3,ADVANCED,NOVICE,MEDIUM,8580000,HOT,86
INBOUND,Australia,52,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,189000,POSITIVE,No,4,3,ADVANCED,ADVANCED,LARGE,9498000,WARM,83
INBOUND,UK,53,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,160000,POSITIVE,No,4,3,INTERMEDIATE,NOVICE,LARGE,1066000,WARM,85
REFERRAL,Canada,57,MALE,COLLEGE,RETIRED,MANUFACTURING,112000,POSITIVE,No,7,3,ADVANCED,ADVANCED,MEDIUM,2746000,HOT,81
PAID,Canada,47,FEMALE,HIGH SCHOOL,RETIRED,SERVICES,127000,POSITIVE,No,6,2,ADVANCED,ADVANCED,MEDIUM,9634000,HOT,91
REFERRAL,USA,46,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,171000,POSITIVE,No,4,3,INTERMEDIATE,NOVICE,LARGE,8493000,WARM,76
INBOUND,UK,53,OTHER,BACHELOR,RETIRED,MANUFACTURING,128000,POSITIVE,No,7,2,NOVICE,ADVANCED,MEDIUM,5281000,HOT,75
REFERRAL,UK,56,MALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,100000,POSITIVE,No,6,2,NOVICE,ADVANCED,MEDIUM,3758000,HOT,79
INBOUND,UK,55,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,161000,POSITIVE,No,7,3,NOVICE,INTERMEDIATE,LARGE,1258000,WARM,84
INBOUND,USA,55,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,124000,POSITIVE,No,4,2,ADVANCED,NOVICE,MEDIUM,5500000,HOT,89
PAID,UK,49,MALE,COLLEGE,BUSINESSMAN,SERVICES,176000,POSITIVE,No,3,3,ADVANCED,ADVANCED,LARGE,8018000,HOT,83
PAID,UK,51,MALE,COLLEGE,RETIRED,MANUFACTURING,106000,POSITIVE,No,3,2,ADVANCED,INTERMEDIATE,MEDIUM,1355000,WARM,83
INBOUND,Australia,50,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,187000,POSITIVE,No,6,2,ADVANCED,ADVANCED,LARGE,1798000,HOT,84
PAID,UK,56,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,163000,POSITIVE,No,6,3,NOVICE,ADVANCED,MEDIUM,3146000,HOT,92
PAID,Australia,52,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,129000,POSITIVE,No,7,3,INTERMEDIATE,ADVANCED,MEDIUM,5209000,HOT,94
REFERRAL,Australia,58,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,134000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,LARGE,3583000,HOT,93
REFERRAL,UK,46,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,160000,POSITIVE,No,3,2,NOVICE,NOVICE,LARGE,2143000,HOT,81
REFERRAL,USA,58,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,108000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,LARGE,4071000,HOT,91
PAID,UK,51,FEMALE,BACHELOR,RETIRED,MANUFACTURING,138000,POSITIVE,No,6,2,INTERMEDIATE,NOVICE,MEDIUM,3734000,HOT,87
INBOUND,Japan,58,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,150000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,LARGE,4559000,HOT,77
PAID,Canada,47,FEMALE,BACHELOR,RETIRED,RETAIL,112000,POSITIVE,No,3,3,INTERMEDIATE,NOVICE,MEDIUM,6639000,HOT,94
INBOUND,Canada,57,MALE,COLLEGE,BUSINESSMAN,RETAIL,168000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,MEDIUM,3888000,WARM,83
INBOUND,Canada,48,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,126000,POSITIVE,No,4,3,ADVANCED,ADVANCED,LARGE,8011000,HOT,88
REFERRAL,USA,50,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,146000,POSITIVE,No,7,3,ADVANCED,ADVANCED,LARGE,3476000,HOT,93
PAID,Canada,57,OTHER,BACHELOR,SELF-EMPLOYED,RETAIL,181000,POSITIVE,No,3,2,NOVICE,NOVICE,MEDIUM,4915000,HOT,98
INBOUND,Canada,53,MALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,187000,POSITIVE,No,5,2,ADVANCED,NOVICE,MEDIUM,8762000,HOT,94
INBOUND,UK,48,OTHER,COLLEGE,BUSINESSMAN,MANUFACTURING,105000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,MEDIUM,3542000,HOT,97
PAID,USA,57,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,165000,POSITIVE,No,4,2,NOVICE,ADVANCED,MEDIUM,2939000,HOT,89
PAID,USA,58,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,134000,POSITIVE,No,5,2,ADVANCED,ADVANCED,MEDIUM,6635000,HOT,97
PAID,UK,57,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,178000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,LARGE,5027000,HOT,83
INBOUND,Australia,57,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,187000,POSITIVE,No,5,3,NOVICE,ADVANCED,MEDIUM,2845000,HOT,88
REFERRAL,UK,51,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,181000,POSITIVE,No,6,3,NOVICE,INTERMEDIATE,LARGE,6492000,HOT,96
REFERRAL,Japan,58,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,106000,POSITIVE,No,7,2,ADVANCED,ADVANCED,MEDIUM,2559000,HOT,92
INBOUND,UK,55,OTHER,BACHELOR,SELF-EMPLOYED,RETAIL,138000,POSITIVE,No,6,3,ADVANCED,ADVANCED,MEDIUM,8911000,HOT,76
PAID,Australia,57,FEMALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,116000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,7872000,HOT,85
REFERRAL,Canada,58,MALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,176000,POSITIVE,No,5,3,INTERMEDIATE,INTERMEDIATE,LARGE,3901000,WARM,76
INBOUND,UK,58,FEMALE,COLLEGE,RETIRED,SERVICES,138000,POSITIVE,No,6,2,ADVANCED,NOVICE,MEDIUM,7480000,HOT,96
PAID,Australia,53,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,143000,POSITIVE,No,3,3,NOVICE,INTERMEDIATE,MEDIUM,3893000,HOT,96
INBOUND,Canada,49,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,103000,POSITIVE,No,3,2,ADVANCED,NOVICE,LARGE,5754000,HOT,89
REFERRAL,USA,58,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,172000,POSITIVE,No,5,2,NOVICE,ADVANCED,LARGE,6723000,HOT,90
PAID,UK,54,OTHER,BACHELOR,BUSINESSMAN,MANUFACTURING,104000,POSITIVE,No,6,2,ADVANCED,ADVANCED,LARGE,7945000,HOT,97
REFERRAL,Japan,48,OTHER,BACHELOR,RETIRED,SERVICES,108000,POSITIVE,No,7,2,ADVANCED,ADVANCED,MEDIUM,4502000,HOT,97
INBOUND,UK,49,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,142000,POSITIVE,No,3,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,1763000,HOT,87
INBOUND,Canada,48,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,166000,POSITIVE,No,6,2,ADVANCED,INTERMEDIATE,MEDIUM,7105000,HOT,87
PAID,USA,46,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,185000,POSITIVE,No,3,3,NOVICE,NOVICE,LARGE,4942000,WARM,77
REFERRAL,Australia,52,FEMALE,COLLEGE,RETIRED,SERVICES,162000,POSITIVE,No,6,2,ADVANCED,INTERMEDIATE,MEDIUM,5232000,WARM,77
REFERRAL,USA,54,OTHER,BACHELOR,BUSINESSMAN,MANUFACTURING,187000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,4715000,WARM,78
PAID,Japan,48,MALE,COLLEGE,SELF-EMPLOYED,RETAIL,145000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,LARGE,5739000,HOT,94
REFERRAL,Canada,56,OTHER,BACHELOR,SELF-EMPLOYED,RETAIL,130000,POSITIVE,No,7,3,NOVICE,INTERMEDIATE,LARGE,7002000,HOT,92
INBOUND,Canada,58,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,195000,POSITIVE,No,5,3,ADVANCED,ADVANCED,MEDIUM,8142000,HOT,98
REFERRAL,Canada,49,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,169000,POSITIVE,No,7,2,ADVANCED,ADVANCED,MEDIUM,7507000,HOT,90
INBOUND,Australia,58,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,183000,POSITIVE,No,4,3,NOVICE,ADVANCED,MEDIUM,9128000,HOT,91
REFERRAL,Japan,54,MALE,HIGH SCHOOL,RETIRED,SERVICES,116000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,8473000,HOT,90
INBOUND,Australia,52,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,190000,POSITIVE,No,3,2,NOVICE,ADVANCED,LARGE,7902000,HOT,91
REFERRAL,Canada,47,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,132000,POSITIVE,No,4,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,9416000,HOT,96
REFERRAL,USA,52,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,178000,POSITIVE,No,6,3,ADVANCED,NOVICE,LARGE,2751000,HOT,81
PAID,Japan,55,FEMALE,COLLEGE,RETIRED,SERVICES,183000,POSITIVE,No,5,2,INTERMEDIATE,NOVICE,LARGE,2287000,HOT,77
